"dj_id","br_id","title","published_date","view_count","like_count"
26188,"B6bvNAgybQA","Jon Rust 45 min Boiler Room Broadcasts DJ Set at Dollop Detroit Series","2012-08-21",1247,5
6868,"b9U2Zx0Jfa8","Mr. Tophat & Art Alfie 'No Holdings (Samo DJ Mallorca Mix)' - Boiler Room DEBUTS","2014-04-09",11139,88
6893,"b9U2Zx0Jfa8","Mr. Tophat & Art Alfie 'No Holdings (Samo DJ Mallorca Mix)' - Boiler Room DEBUTS","2014-04-09",11139,88
10924,"BAa6HPE5698","Randomer \"Juju\" - Boiler Room Debuts","2015-08-10",7318,166
2918,"baJHanabUGs","Dorisburg \"Dimension Sculpture\" - Boiler Room Debuts","2015-04-08",4894,111
4515,"BbgjbLVLg4I","Dana Ruh Boiler Room Berlin DJ Set","2013-11-25",35275,246
14454,"bC9_OKu6nBQ","Function Boiler Room Berlin Live Set","2014-08-14",126221,902
13130,"beDETQ2DI1U","Simian Mobile Disco Boiler Room x adidas Originals DJ Set at Primavera Sound","2013-05-30",32306,213
308,"bH0C4zWfKhs","Legowelt Boiler Room London DJ Set","2013-02-06",150756,1224
6303,"BH9QMK3dhIM","Molly Boiler Room Paris DJ Set","2015-01-23",36059,285
1064,"Bj8425Ma6F8","Laurent Garnier Boiler Room DJ Set at Dekmantel Festival","2013-09-18",2207659,10372
12681,"Bk0KbH8O6cA","Buraka Som Sistema Boiler Room x RBMA Takeover Lisbon Live Set","2015-03-10",38448,284
1106,"BmLURMf-AWc","No Artificial Colours Boiler Room DJ Set","2013-02-18",27381,187
10933,"BNn5_uPNPLU","Neville Watson Boiler Room London DJ Set","2015-10-02",4110,81
20098,"BPNj0nxNOaA","Rahaan Boiler Room DJ Set","2013-07-31",35738,289
4139,"BQKFIIyyKWw","Tevo Howard live in the Boiler Room Berlin","2012-09-06",28986,208
26102,"BqySytT0R2E","Mike Servito Boiler Room NYC DJ Set","2013-05-15",15498,126
13431,"Bs8l1Dq9g0g","Dense & Pika \"Lazy Wayne\" - Boiler Room Debuts","2014-10-13",10656,156
10961,"buurNdOsUDw","Zeitgeber (Speedy J B2B Lucy) Boiler Room Berlin DJ Set","2013-06-07",146969,995
5295,"bxCFaKHNOp8","I-F Boiler Room x Expedition Festival Rotterdam DJ Set","2014-07-18",74578,555
16119,"BYuUtiSl9fg","Call Super Boiler Room London 3 Hour DJ Set","2014-09-24",26369,262
5956,"C-cpKyRzboU","Skream Boiler Room & Ballantine's Stay True Scotland DJ Set","2015-06-18",48449,535
22072,"C77nKPjL1hc","Lee Gamble Boiler Room LIVE Show","2012-12-19",28408,221
18303,"c81ux_hIoxM","Low Jack Boiler Room Paris DJ Set and Q&A","2014-05-07",6962,37
20334,"C93Fb4PC4fo","Kobosil Boiler Room Berlin 5th Birthday DJ Set","2015-12-14",8895,151
23276,"cAxaDhpaO4k","James Priestley Boiler Room DJ Set","2013-08-15",20026,151
26111,"cBm-inaMG3k","Logan Sama & Originators (ft P Money, OGz & Flirta D) Boiler Room London Live Set","2015-02-13",13707,101
14543,"CBoJiSjP28c","JoeFarr B2B J. Tijn Boiler Room London DJ Set","2015-03-25",7959,103
18734,"CcUQETKfKgg","Grego G Boiler Room Paris DJ Set","2015-03-04",6578,46
8731,"cDauBzEwd_E","Fred P Boiler Room DJ Set","2013-10-29",47867,338
8270,"cjRRZvmXW5c","Luis Flores Boiler Room Guadalajara Live Set","2015-10-06",17223,291
6059,"Ck3WpUH7ojA","Truss Boiler Room London DJ Set","2014-12-23",25152,205
34210,"ck7XVD3ywCI","Julia Holter 'Maxims II' Boiler Room LIVE Show","2013-12-17",14352,46
15919,"CkxdVMdzkrk","Richie Hawtin Boiler Room Ibiza Villa Takeovers DJ Set","2013-08-21",1401597,5876
3061,"cpa9u-BGGnw","Session Victim Boiler Room x Generator Hamburg Live Set","2015-10-01",26108,396
17666,"CrWfazmpwFI","Objekt 'Balloons' - Boiler Room Debuts","2014-02-20",18070,233
12156,"CS17vmYvWyI","No Regular Play live in the Boiler Room Berlin","2012-08-16",53086,368
9926,"c_rMChxRKSA","Kosme Boiler Room DJ Set / Nuits Sonores","2013-05-16",44266,269
2818,"D89ANGu1rUE","Francois X Boiler Room Paris DJ Set","2014-07-08",49288,258
14454,"d98dGCvjmlA","Function Boiler Room Berlin LIVE Show","2013-03-08",76578,670
178,"d9uFygzB-ho","Four Tet live in the Boiler Room","2012-10-11",262899,1831
23315,"dCmJ5KmCKMs","Andy Stott live in the Boiler Room","2012-08-21",168562,1829
13431,"DDlHnNfHMXw","Dense & Pika Boiler Room London LIVE Show","2013-02-26",74957,509
21136,"DEl99zg6SIE","Rabih Beaini Boiler Room Siberia DJ Set","2015-10-27",2457,33
13496,"DG4hMEIkurA","Jimmy Edgar Boiler Room DJ Set at Osheaga Festival","2013-09-02",84735,612
8629,"DGWL7YI_2rI","Ben Klock Boiler Room Berlin DJ Set","2013-02-22",2325585,10475
9104,"dhqGElNtg3w","Ellen Allien Boiler Room Berlin x Eastern Electrics 90 Min DJ Set","2013-08-02",208999,1169
25366,"dk-sJFDITrU","Jamie xx & Gyptian Boiler Room NYC Live Performance","2015-08-28",14258,179
18442,"dkBR86tNztw","K15 \"Mist\" - Boiler Room Debuts","2015-02-08",4871,97
19266,"DkgWUKx_cLg","Michael Mayer \"The Stickler\" - Boiler Room Debuts","2015-05-28",9114,121
3997,"DkN24OJXXDI","Paco Osuna Boiler Room & Ballantine's Stay True Spain DJ Set","2015-10-05",62020,515
34210,"dkxJsD6JgbU","Julia Holter 'In The Green Wild' Boiler Room LIVE Show","2013-12-17",19033,57
17440,"dnPNq29Hxxo","Pangaea 'Mackerel' - Boiler Room DEBUTS","2014-06-17",5173,56
8758,"dNsTb2_KeRE","Jamie Jones 45 min Boiler Room DJ Set","2012-10-31",505694,2263
818,"dpTx3hS0Lv4","Jimpster Boiler Room DJ set","2013-07-01",84784,700
7333,"Dwya7jSV4zc","Tim Sweeney Boiler Room DJ Set at FLOW Festival","2013-09-02",22293,117
18303,"e0YaaIPYHOw","Low Jack Boiler Room Paris DJ Set","2013-12-03",27178,174
15763,"e37XTDCLPxE","Sascha Rydell Boiler Room Berlin DJ Set","2015-08-04",3995,51
20334,"E4lxtEzoQ3c","Kobosil Boiler Room Berlin DJ Set","2013-12-10",43086,242
1073,"e5B23wnEItQ","Addison Groove Boiler Room London Live Set","2015-05-14",5828,50
1005,"e6NzBBPpboo","Tessela Boiler Room x Dekmantel Festival DJ Set","2014-08-14",35212,223
25315,"ebcpQzDRWHw","Armand Van Helden B2B Jackmaster - Boiler Room x Ray-Ban 009 - London","2015-08-07",236563,2554
26743,"eBubZW7FrFs","Michael Serafini Boiler Room Chicago DJ Set","2015-05-20",1989,24
17671,"eDn4lsHcbAU","Ben UFO Boiler Room x Dekmantel x IR DJ Set","2015-07-03",65503,517
5086,"eerScnlARKQ","Cleric 'Equinox' - Boiler Room DEBUTS","2014-06-09",3960,58
17022,"EhI0Grh9Brk","DJ Q 35 min Boiler Room DJ Set","2012-09-03",99155,589
3216,"Ei0pg6FdVSo","Mano Le Tough Boiler Room Berlin DJ Set","2014-05-14",644470,3547
24410,"EIaK-aCqyts","Oxyd Boiler Room Paris DJ Set","2014-07-08",13102,85
10954,"eJSssDy4EJg","Mike Dehnert Boiler Room Berlin DJ Set","2015-08-04",40659,75
330,"EkewvRC3DuE","Portable Boiler Room LIVE Show","2013-08-15",52727,341
28453,"EKiomlphufM","Neneh Cherry & RocketNumberNine Boiler Room London Live Set + Q & A","2014-04-23",26143,210
432,"eKkMUlQOEAE","Joel Mull Boiler Room Stockholm x Red Bull Music Academy DJ Set","2013-12-06",59922,439
9632,"eLmhafvL9jk","Kutmah Boiler Room DJ Set","2013-06-20",80346,787
26120,"ELvyAK_-0O4","Barnt Boiler Room Berlin DJ Set","2013-02-13",55711,284
17742,"eLzxQAE6KuA","New Jackson \"Metroflex (The Hieroglyphic Being Experience)\" - Boiler Room Debuts","2015-04-14",1864,26
25963,"ENwYn7w3zys","Martelo Boiler Room DJ Set","2013-08-13",6476,56
10912,"eoUtjSmj_dM","Space Dimension Controller Boiler Room x AVA Festival DJ Set","2015-06-17",26404,313
17666,"Et5N_8Kr-EE","Objekt Boiler Room Berlin DJ Set","2014-12-29",83374,660
13550,"EuYwkC0VmQA","DJ Spun Boiler Room NYC DJ Set","2015-08-28",4967,67
730,"EVjN7nXZrx4","Subb-an Boiler Room x Eastern Electrics DJ Set","2013-08-28",58261,316
1408,"EWSNyjMI5no","Oneman Boiler Room NYC DJ Set","2013-12-04",50256,220
25277,"eXNiAqojjpg","Tasker Boiler Room London 65 Min DJ Set","2014-03-06",27811,231
11673,"EXSg8G03mdo","Steve Bicknell Boiler Room London DJ Set","2015-12-03",1066,21
832,"e_5zJ7mjlQw","One Records ft. Subb-an & Adam Shelton Boiler Room DJ Set at ADE","2013-11-14",22697,119
15463,"e_sGLmk2JnU","Young Marco Boiler Room x Dekmantel Festival DJ Set","2014-08-15",75364,343
15919,"F2DtQfcpo6Y","Richie Hawtin Boiler Room DJ Set at Bloc Weekender","2012-07-16",362543,2078
17878,"f2JLVGGep0U","Silent Servant 60 min Boiler Room Berlin DJ Set","2012-06-27",41312,290
2501,"F8GHn1vlgPo","William Kouam Djoko Boiler Room DJ Set","2013-11-26",19313,98
1413,"FASTLAEZ8b0","Benjamin Damage & Doc Daneeka \"Kansas\" - Boiler Room Debuts","2015-10-19",6283,150
1438,"FASTLAEZ8b0","Benjamin Damage & Doc Daneeka \"Kansas\" - Boiler Room Debuts","2015-10-19",6283,150
22462,"fCelCBslF4g","Matthew Hawtin Boiler Room Detroit DJ Set","2015-12-04",2963,39
4386,"Fd-ysPgTLKI","Delano Smith Boiler Room Mexico DJ Set","2015-03-04",113563,993
10924,"fe7GcoqA5HU","Randomer Boiler Room London DJ Set","2014-12-23",46551,389
7961,"ffFNX4e1Aro","Benton Boiler Room London x Swamp 81 DJ Set","2014-04-11",78877,630
26205,"FGkd8dt1XdQ","Matt Jam Lamont Boiler Room x RBMA Mix","2012-12-18",51929,383
10712,"fGPMmoycPMs","M.A.N.D.Y. Boiler Room Berlin DJ Set","2015-06-18",145470,1029
13610,"fgYVNi1vK1E","Prosumer 75 min Boiler Room Berlin Mix","2012-12-06",196117,1059
15463,"Fl2zTgyaXOs","Young Marco Ray-Ban x Boiler Room 007 Milan DJ Set","2015-06-24",9744,92
2126,"FLEYHJmd23M","Tin Man Boiler Room London Live Set","2014-12-08",30060,219
